sample_type,total_count,study,principal_investigator,collection_date,date_count
Bacterial,855,CRE,Anesi,2020-09-29,1
Bacterial,855,CRE,Anesi,2020-10-05,1
Bacterial,855,CRE,Anesi,2020-10-08,1
Bacterial,855,CRE,Anesi,2020-10-10,1
Bacterial,855,CRE,Anesi,2020-10-11,1
Bacterial,855,CRE,Anesi,2020-10-15,1
Bacterial,855,CRE,Anesi,2020-10-16,1
Bacterial,855,CRE,Anesi,2020-10-22,1
Bacterial,855,CRE,Anesi,2020-10-25,1
Bacterial,855,CRE,Anesi,2020-10-26,1
Bacterial,855,CRE,Anesi,2020-10-31,1
Bacterial,855,CRE,Anesi,2020-11-02,1
Bacterial,855,CRE,Anesi,2020-11-05,1
Bacterial,855,CRE,Anesi,2020-11-06,1
Bacterial,855,CRE,Anesi,2020-11-08,1
Bacterial,855,CRE,Anesi,2020-11-10,1
Bacterial,855,CRE,Anesi,2020-11-13,1
Bacterial,855,CRE,Anesi,2020-11-17,1
Bacterial,855,CRE,Anesi,2020-11-21,1
Bacterial,855,CRE,Anesi,2020-11-28,1
Bacterial,855,CRE,Anesi,2020-11-29,1
Bacterial,855,CRE,Anesi,2020-12-01,1
Bacterial,855,CRE,Anesi,2020-12-04,1
Bacterial,855,CRE,Anesi,2020-12-07,1
Bacterial,855,CRE,Anesi,2020-12-18,1
Bacterial,855,CRE,Anesi,2020-12-22,1
Bacterial,855,CRE,Anesi,2020-12-26,1
Bacterial,855,CRE,Anesi,2020-12-27,2
Bacterial,855,CRE,Anesi,2020-12-29,1
Bacterial,855,CRE,Anesi,2020-12-31,1
Bacterial,855,CRE,Anesi,2021-01-03,5
Bacterial,855,CRE,Anesi,2021-01-10,1
Bacterial,855,CRE,Anesi,2021-01-11,1
Bacterial,855,CRE,Anesi,2021-01-13,1
Bacterial,855,CRE,Anesi,2021-01-14,2
Bacterial,855,CRE,Anesi,2021-01-23,1
Bacterial,855,CRE,Anesi,2021-01-24,1
Bacterial,855,CRE,Anesi,2021-01-27,1
Bacterial,855,CRE,Anesi,2021-01-28,1
Bacterial,855,CRE,Anesi,2021-01-29,1
Bacterial,855,CRE,Anesi,2021-02-02,2
Bacterial,855,CRE,Anesi,2021-02-08,1
Bacterial,855,CRE,Anesi,2021-02-09,1
Bacterial,855,CRE,Anesi,2021-02-11,1
Bacterial,855,CRE,Anesi,2021-02-15,1
Bacterial,855,CRE,Anesi,2021-02-16,1
Bacterial,855,CRE,Anesi,2021-02-17,1
Bacterial,855,CRE,Anesi,2021-02-23,1
Bacterial,855,CRE,Anesi,2021-02-25,1
Bacterial,855,CRE,Anesi,2021-02-27,1
Bacterial,855,CRE,Anesi,2021-02-28,1
Bacterial,855,CRE,Anesi,2021-03-02,3
Bacterial,855,CRE,Anesi,2021-03-03,1
Bacterial,855,CRE,Anesi,2021-03-08,1
Bacterial,855,CRE,Anesi,2021-03-12,1
Bacterial,855,CRE,Anesi,2021-03-15,1
Bacterial,855,CRE,Anesi,2021-03-16,1
Bacterial,855,CRE,Anesi,2021-03-18,1
Bacterial,855,CRE,Anesi,2021-03-19,2
Bacterial,855,CRE,Anesi,2021-03-20,1
Bacterial,855,CRE,Anesi,2021-03-24,1
Bacterial,855,CRE,Anesi,2021-03-29,2
Bacterial,855,CRE,Anesi,2021-04-01,3
Bacterial,855,CRE,Anesi,2021-04-02,1
Bacterial,855,CRE,Anesi,2021-04-05,2
Bacterial,855,CRE,Anesi,2021-04-13,2
Bacterial,855,CRE,Anesi,2021-04-15,2
Bacterial,855,CRE,Anesi,2021-04-18,1
Bacterial,855,CRE,Anesi,2021-04-21,1
Bacterial,855,CRE,Anesi,2021-04-26,1
Bacterial,855,CRE,Anesi,2021-05-01,1
Bacterial,855,CRE,Anesi,2021-05-02,1
Bacterial,855,CRE,Anesi,2021-05-03,1
Bacterial,855,CRE,Anesi,2021-05-11,1
Bacterial,855,CRE,Anesi,2021-05-12,7
Bacterial,855,CRE,Anesi,2021-05-14,1
Bacterial,855,CRE,Anesi,2021-05-16,1
Bacterial,855,CRE,Anesi,2021-05-22,1
Bacterial,855,CRE,Anesi,2021-05-24,1
Bacterial,855,CRE,Anesi,2021-05-27,1
Bacterial,855,CRE,Anesi,2021-05-28,1
Bacterial,855,CRE,Anesi,2021-05-31,1
Bacterial,855,CRE,Anesi,2021-06-02,1
Bacterial,855,CRE,Anesi,2021-06-06,1
Bacterial,855,CRE,Anesi,2021-06-08,2
Bacterial,855,CRE,Anesi,2021-06-09,1
Bacterial,855,CRE,Anesi,2021-06-10,1
Bacterial,855,CRE,Anesi,2021-06-11,2
Bacterial,855,CRE,Anesi,2021-06-14,2
Bacterial,855,CRE,Anesi,2021-06-15,1
Bacterial,855,CRE,Anesi,2021-06-17,3
Bacterial,855,CRE,Anesi,2021-06-23,1
Bacterial,855,CRE,Anesi,2021-06-26,1
Bacterial,855,CRE,Anesi,2021-06-27,1
Bacterial,855,CRE,Anesi,2021-06-29,1
Bacterial,855,CRE,Anesi,2021-07-02,2
Bacterial,855,CRE,Anesi,2021-07-04,1
Bacterial,855,CRE,Anesi,2021-07-08,2
Bacterial,855,CRE,Anesi,2021-07-11,2
Bacterial,855,CRE,Anesi,2021-07-12,2
Bacterial,855,CRE,Anesi,2021-07-13,2
Bacterial,855,CRE,Anesi,2021-07-15,1
Bacterial,855,CRE,Anesi,2021-07-18,3
Bacterial,855,CRE,Anesi,2021-07-23,2
Bacterial,855,CRE,Anesi,2021-07-25,1
Bacterial,855,CRE,Anesi,2021-07-29,3
Bacterial,855,CRE,Anesi,2021-08-01,1
Bacterial,855,CRE,Anesi,2021-08-04,1
Bacterial,855,CRE,Anesi,2021-08-07,4
Bacterial,855,CRE,Anesi,2021-08-09,1
Bacterial,855,CRE,Anesi,2021-08-10,1
Bacterial,855,CRE,Anesi,2021-08-11,2
Bacterial,855,CRE,Anesi,2021-08-13,2
Bacterial,855,CRE,Anesi,2021-08-14,1
Bacterial,855,CRE,Anesi,2021-08-16,1
Bacterial,855,CRE,Anesi,2021-08-17,1
Bacterial,855,CRE,Anesi,2021-08-19,2
Bacterial,855,CRE,Anesi,2021-08-21,1
Bacterial,855,CRE,Anesi,2021-08-29,1
Bacterial,855,CRE,Anesi,2021-09-07,2
Bacterial,855,CRE,Anesi,2021-09-10,2
Bacterial,855,CRE,Anesi,2021-09-12,1
Bacterial,855,CRE,Anesi,2021-09-14,1
Bacterial,855,CRE,Anesi,2021-09-16,1
Bacterial,855,CRE,Anesi,2021-09-17,1
Bacterial,855,CRE,Anesi,2021-09-20,2
Bacterial,855,CRE,Anesi,2021-09-27,1
Bacterial,855,CRE,Anesi,2021-09-28,1
Bacterial,855,CRE,Anesi,2021-09-30,2
Bacterial,855,CRE,Anesi,2021-10-06,1
Bacterial,855,CRE,Anesi,2021-10-07,1
Bacterial,855,CRE,Anesi,2021-10-25,1
Bacterial,855,CRE,Anesi,2021-10-26,1
Bacterial,855,CRE,Anesi,2021-10-27,10
Bacterial,855,CRE,Anesi,2021-10-29,1
Bacterial,855,CRE,Anesi,2021-11-05,1
Bacterial,855,CRE,Anesi,2021-11-07,2
Bacterial,855,CRE,Anesi,2021-11-09,1
Bacterial,855,CRE,Anesi,2021-11-11,1
Bacterial,855,CRE,Anesi,2021-11-12,1
Bacterial,855,CRE,Anesi,2021-11-20,1
Bacterial,855,CRE,Anesi,2021-11-22,1
Bacterial,855,CRE,Anesi,2021-11-24,2
Bacterial,855,CRE,Anesi,2021-11-25,1
Bacterial,855,CRE,Anesi,2021-11-27,1
Bacterial,855,CRE,Anesi,2021-11-29,1
Bacterial,855,CRE,Anesi,2021-11-30,2
Bacterial,855,CRE,Anesi,2021-12-01,2
Bacterial,855,CRE,Anesi,2022-01-26,1
Bacterial,855,CRE,Anesi,2022-01-31,1
Bacterial,855,CRE,Anesi,2022-02-04,1
Bacterial,855,CRE,Anesi,2022-02-05,2
Bacterial,855,CRE,Anesi,2022-02-07,1
Bacterial,855,CRE,Anesi,2022-02-09,1
Bacterial,855,CRE,Anesi,2022-02-14,17
Bacterial,855,CRE,Anesi,2022-02-15,2
Bacterial,855,CRE,Anesi,2022-02-16,6
Bacterial,855,CRE,Anesi,2022-02-19,1
Bacterial,855,CRE,Anesi,2022-02-26,1
Bacterial,855,CRE,Anesi,2022-02-27,1
Bacterial,855,CRE,Anesi,2022-03-02,2
Bacterial,855,CRE,Anesi,2022-03-05,1
Bacterial,855,CRE,Anesi,2022-03-06,1
Bacterial,855,CRE,Anesi,2022-03-15,2
Bacterial,855,CRE,Anesi,2022-03-21,1
Bacterial,855,CRE,Anesi,2022-03-22,1
Bacterial,855,CRE,Anesi,2022-03-23,2
Bacterial,855,CRE,Anesi,2022-03-24,1
Bacterial,855,CRE,Anesi,2022-03-31,2
Bacterial,855,CRE,Anesi,2022-04-11,1
Bacterial,855,CRE,Anesi,2022-04-13,2
Bacterial,855,CRE,Anesi,2022-04-15,1
Bacterial,855,CRE,Anesi,2022-04-22,1
Bacterial,855,CRE,Anesi,2022-05-04,1
Bacterial,855,CRE,Anesi,2022-05-08,1
Bacterial,855,CRE,Anesi,2022-05-14,1
Bacterial,855,CRE,Anesi,2022-05-18,1
Bacterial,855,CRE,Anesi,2022-05-24,1
Bacterial,855,CRE,Anesi,2022-06-02,1
Bacterial,855,CRE,Anesi,2022-06-03,1
Bacterial,855,CRE,Anesi,2022-06-04,1
Bacterial,855,CRE,Anesi,2022-06-10,1
Bacterial,855,CRE,Anesi,2022-06-11,1
Bacterial,855,CRE,Anesi,2022-06-14,1
Bacterial,855,CRE,Anesi,2022-07-02,2
Bacterial,855,CRE,Anesi,2022-07-08,1
Bacterial,855,CRE,Anesi,2022-07-15,1
Bacterial,855,CRE,Anesi,2022-07-26,1
Bacterial,855,CRE,Anesi,2022-08-09,1
Bacterial,855,CRE,Anesi,2022-08-11,1
Bacterial,855,CRE,Anesi,2022-08-12,1
Bacterial,855,CRE,Anesi,2022-08-18,1
Bacterial,855,CRE,Anesi,2022-08-26,1
Bacterial,855,CRE,Anesi,2022-08-29,1
Bacterial,855,CRE,Anesi,2022-09-04,2
Bacterial,855,CRE,Anesi,2022-09-07,1
Bacterial,855,CRE,Anesi,2022-09-09,1
Bacterial,855,CRE,Anesi,2022-09-10,1
Bacterial,855,CRE,Anesi,2022-09-11,1
Bacterial,855,CRE,Anesi,2022-09-12,1
Bacterial,855,CRE,Anesi,2022-09-15,1
Bacterial,855,CRE,Anesi,2022-09-21,1
Bacterial,855,CRE,Anesi,2022-09-27,6
Bacterial,855,CRE,Anesi,2022-09-28,7
Bacterial,855,CRE,Anesi,2022-09-29,3
Bacterial,855,CRE,Anesi,2022-09-30,6
Bacterial,855,CRE,Anesi,2022-10-01,1
Bacterial,855,CRE,Anesi,2022-10-03,6
Bacterial,855,CRE,Anesi,2022-10-04,4
Bacterial,855,CRE,Anesi,2022-10-05,2
Bacterial,855,CRE,Anesi,2022-10-06,4
Bacterial,855,CRE,Anesi,2022-10-07,5
Bacterial,855,CRE,Anesi,2022-10-09,3
Bacterial,855,CRE,Anesi,2022-10-10,1
Bacterial,855,CRE,Anesi,2022-10-11,2
Bacterial,855,CRE,Anesi,2022-10-12,1
Bacterial,855,CRE,Anesi,2022-10-13,2
Bacterial,855,CRE,Anesi,2022-10-14,2
Bacterial,855,CRE,Anesi,2022-10-15,3
Bacterial,855,CRE,Anesi,2022-10-16,2
Bacterial,855,CRE,Anesi,2022-10-17,5
Bacterial,855,CRE,Anesi,2022-10-18,3
Bacterial,855,CRE,Anesi,2022-10-19,1
Bacterial,855,CRE,Anesi,2022-10-21,1
Bacterial,855,CRE,Anesi,2022-10-24,2
Bacterial,855,CRE,Anesi,2022-11-01,1
Bacterial,855,CRE,Anesi,2022-11-02,1
Bacterial,855,CRE,Anesi,2022-11-03,2
Bacterial,855,CRE,Anesi,2022-11-04,2
Bacterial,855,CRE,Anesi,2022-11-05,1
Bacterial,855,CRE,Anesi,2022-11-07,1
Bacterial,855,CRE,Anesi,2022-11-08,4
Bacterial,855,CRE,Anesi,2022-11-09,1
Bacterial,855,CRE,Anesi,2022-12-14,1
Bacterial,855,CRE,Anesi,2022-12-16,1
Bacterial,855,CRE,Anesi,2022-12-20,2
Bacterial,855,CRE,Anesi,2022-12-28,1
Bacterial,855,CRE,Anesi,2022-12-31,1
Bacterial,855,CRE,Anesi,2023-01-01,1
Bacterial,855,CRE,Anesi,2023-01-10,1
Bacterial,855,CRE,Anesi,2023-01-12,1
Bacterial,855,CRE,Anesi,2023-01-14,1
Bacterial,855,CRE,Anesi,2023-01-15,1
Bacterial,855,CRE,Anesi,2023-01-16,1
Bacterial,855,CRE,Anesi,2023-01-17,1
Bacterial,855,CRE,Anesi,2023-01-21,1
Bacterial,855,CRE,Anesi,2023-01-22,1
Bacterial,855,CRE,Anesi,2023-01-23,1
Bacterial,855,CRE,Anesi,2023-01-24,2
Bacterial,855,CRE,Anesi,2023-02-02,1
Bacterial,855,CRE,Anesi,2023-02-05,1
Bacterial,855,CRE,Anesi,2023-02-07,1
Bacterial,855,CRE,Anesi,2023-02-08,2
Bacterial,855,CRE,Anesi,2023-02-24,2
Bacterial,855,CRE,Anesi,2023-03-01,1
Bacterial,855,CRE,Anesi,2023-03-03,2
Bacterial,855,CRE,Anesi,2023-03-06,1
Bacterial,855,CRE,Anesi,2023-03-07,1
Bacterial,855,CRE,Anesi,2023-03-10,1
Bacterial,855,CRE,Anesi,2023-03-12,1
Bacterial,855,CRE,Anesi,2023-03-16,1
Bacterial,855,CRE,Anesi,2023-04-10,2
Bacterial,855,CRE,Anesi,2023-04-14,2
Bacterial,855,CRE,Anesi,2023-04-19,1
Bacterial,855,CRE,Anesi,2023-04-20,1
Bacterial,855,CRE,Anesi,2023-04-23,1
Bacterial,855,CRE,Anesi,2023-04-27,2
Bacterial,855,CRE,Anesi,2023-04-29,1
Bacterial,855,CRE,Anesi,2023-05-01,1
Bacterial,855,CRE,Anesi,2023-05-06,1
Bacterial,855,CRE,Anesi,2023-05-08,2
Bacterial,855,CRE,Anesi,2023-05-11,2
Bacterial,855,CRE,Anesi,2023-05-12,1
Bacterial,855,CRE,Anesi,2023-05-13,2
Bacterial,855,CRE,Anesi,2023-05-15,2
Bacterial,855,CRE,Anesi,2023-05-16,3
Bacterial,855,CRE,Anesi,2023-05-17,2
Bacterial,855,CRE,Anesi,2023-05-18,1
Bacterial,855,CRE,Anesi,2023-05-19,1
Bacterial,855,CRE,Anesi,2023-05-22,1
Bacterial,855,CRE,Anesi,2023-05-24,1
Bacterial,855,CRE,Anesi,2023-05-25,1
Bacterial,855,CRE,Anesi,2023-05-26,1
Bacterial,855,CRE,Anesi,2023-05-30,2
Bacterial,855,CRE,Anesi,2023-06-22,1
Bacterial,855,CRE,Anesi,2023-06-27,1
Bacterial,855,CRE,Anesi,2023-06-28,1
Bacterial,855,CRE,Anesi,2023-06-29,1
Bacterial,855,CRE,Anesi,2023-07-02,1
Bacterial,855,CRE,Anesi,2023-07-11,2
Bacterial,855,CRE,Anesi,2023-07-14,1
Bacterial,855,CRE,Anesi,2023-07-24,1
Bacterial,855,CRE,Anesi,2023-08-01,2
Bacterial,855,CRE,Anesi,2023-08-02,2
Bacterial,855,CRE,Anesi,2023-09-12,1
Bacterial,855,CRE,Anesi,2023-09-27,1
Bacterial,855,CRE,Anesi,2023-10-02,2
Bacterial,855,CRE,Anesi,2023-10-07,1
Bacterial,855,CRE,Anesi,2023-10-09,3
Bacterial,855,CRE,Anesi,2023-10-10,1
Bacterial,855,CRE,Anesi,2023-10-14,1
Bacterial,855,CRE,Anesi,2023-10-15,1
Bacterial,855,CRE,Anesi,2023-10-16,1
Bacterial,855,CRE,Anesi,2023-10-19,2
Bacterial,855,CRE,Anesi,2023-10-20,3
Bacterial,855,CRE,Anesi,2023-10-21,1
Bacterial,855,CRE,Anesi,2023-10-24,2
Bacterial,855,CRE,Anesi,2023-10-25,3
Bacterial,855,CRE,Anesi,2023-10-26,1
Bacterial,855,CRE,Anesi,2023-10-27,2
Bacterial,855,CRE,Anesi,2023-10-28,2
Bacterial,855,CRE,Anesi,2023-10-29,1
Bacterial,855,CRE,Anesi,2023-10-31,4
Bacterial,855,CRE,Anesi,2023-11-01,1
Bacterial,855,CRE,Anesi,2023-11-02,2
Bacterial,855,CRE,Anesi,2023-11-10,1
Bacterial,855,CRE,Anesi,2023-11-13,1
Bacterial,855,CRE,Anesi,2023-11-14,1
Bacterial,855,CRE,Anesi,2023-11-19,1
Bacterial,855,CRE,Anesi,2023-11-23,1
Bacterial,855,CRE,Anesi,2023-11-24,1
Bacterial,855,CRE,Anesi,2023-12-02,1
Bacterial,855,CRE,Anesi,2023-12-03,1
Bacterial,855,CRE,Anesi,2023-12-08,1
Bacterial,855,CRE,Anesi,2023-12-20,1
Bacterial,855,CRE,Anesi,2023-12-23,2
Bacterial,855,CRE,Anesi,2023-12-30,1
